Graph,n,m,diam,weighted?,alpha,implementation,k,b,|E^k|,#constraints,#nonzeros,IP build time,IP solve time,LB,UB,#B&B nodes,#callbacks,callback time,#lazy cuts,solve status #,heuristic time,heuristic obj,total time
H.Pylori,706,1392,9,N,n/a,Path_like,3,10,62028,219555,751647,4.18,12.36,27807,27807,0,n/a,n/a,n/a,2,3.35,28204,22.09
Harvard500,500,2043,6,N,n/a,Path_like,3,10,83993,447463,1521714,5.19,22.11,8581,8581,0,n/a,n/a,n/a,2,1.22,9951,30.72
homer,542,1619,9,N,n/a,Path_like,3,10,91527,607895,2096846,5.83,24.61,24882,24882,0,n/a,n/a,n/a,2,1.45,24882,34.63
celegans_metabolic,453,2025,7,N,n/a,Path_like,3,10,91531,1133121,3893002,8.04,2306.88,25556,25556,0,n/a,n/a,n/a,2,2.47,26830,2320.80
email,1133,5451,8,N,n/a,Path_like,3,10,289259,2383679,8252718,29.05,1511.30,241128,241128,0,n/a,n/a,n/a,2,11.79,241144,1571.03
hep-th,8361,15751,8361,N,n/a,Path_like,3,10,376431,1211005,4134196,116.85,93.15,321486,321486,0,n/a,n/a,n/a,2,263.04,323268,576.06
PGPgiantcompo,10680,24316,24,N,n/a,Path_like,3,10,1145492,6030891,20799730,635.33,3605.34,744769,748537,0,n/a,n/a,n/a,9,808.90,769350,5670.83
cond-mat,16726,47594,16726,N,n/a,Path_like,3,10,1761969,6920423,23779488,1362.42,3611.53,-1E+100,1561855,0,n/a,n/a,n/a,9,1647.37,1561855,7951.83
karate,34,78,5,N,n/a,Thin_I,3,10,480,1075,5011,0.03,0.10,6,6,0,6,0.00,88,2,0.00,8,0.14
dolphins,62,159,8,N,n/a,Thin_I,3,10,1107,2738,13109,0.03,1.61,335,335,151,6,0.03,269,2,0.03,340,1.67
lesmis,77,254,5,N,n/a,Thin_I,3,10,2500,6406,30695,0.05,0.29,160,160,0,5,0.00,377,2,0.03,160,0.37
LindenStrasse,232,303,13,N,n/a,Thin_I,3,10,3251,3392,16222,0.03,0.29,1151,1151,0,4,0.01,522,2,0.14,1151,0.47
polbooks,105,441,7,N,n/a,Thin_I,3,10,3510,16153,77723,0.11,7.41,1715,1715,100,7,0.13,806,2,0.13,1867,7.65
adjnoun,112,425,5,N,n/a,Thin_I,3,10,5634,32972,160390,0.16,2.51,2501,2501,0,4,0.01,645,2,0.12,2501,2.81
football,115,613,4,N,n/a,Thin_I,3,10,6247,25182,122483,0.15,602.46,4523,4523,2391,12,3.81,1224,2,0.19,4590,602.82
netscience,1589,2742,1589,N,n/a,Thin_I,3,10,13087,14775,70467,0.14,1.82,6785,6785,0,5,0.10,5294,2,0.89,7026,2.87
jazz,198,2742,6,N,n/a,Thin_I,3,10,18461,671489,3308123,3.50,3602.47,13620,14306,81,5,113.03,5356,9,0.74,14306,3606.85
SmallWorld,233,994,4,N,n/a,Thin_I,3,10,25721,122866,588778,0.69,63.24,4967,4967,39,6,1.00,1491,2,0.31,5011,64.27
Erdos971,429,1312,11,N,n/a,Thin_I,3,10,34086,127433,624586,0.93,72.93,20240,20240,32,7,0.74,2453,2,1.60,20442,75.52
S.Cerevisae,1458,1948,19,N,n/a,Thin_I,3,10,39091,42227,201270,0.64,8.68,19861,19861,0,3,0.30,3599,2,8.70,19861,18.11
USAir,332,2126,6,N,n/a,Thin_I,3,10,46573,468884,2289101,3.03,314.55,19157,19157,4,4,0.17,3525,2,0.92,19628,318.61
power,4941,6594,46,N,n/a,Thin_I,3,10,53125,54663,261271,4.46,10.86,48602,48602,0,5,5.26,13073,2,139.64,51782,155.89
H.Pylori,706,1392,9,N,n/a,Thin_I,3,10,62028,108386,527917,0.75,20.93,27807,27807,0,4,0.12,2424,2,3.19,28204,24.94
Harvard500,500,2043,6,N,n/a,Thin_I,3,10,83993,221689,1068123,1.56,11.98,8581,8581,0,4,0.08,3448,2,1.15,9951,14.78
homer,542,1619,9,N,n/a,Thin_I,3,10,91527,302329,1484095,1.88,33.33,24882,24882,0,3,0.08,2668,2,1.37,24882,36.68
celegans_metabolic,453,2025,7,N,n/a,Thin_I,3,10,91531,564536,2753807,3.20,105.95,25556,25556,5,4,0.21,3111,2,2.13,26830,111.42
email,1133,5451,8,N,n/a,Thin_I,3,10,289259,1186389,5852687,7.46,324.69,241128,241128,6,6,3.06,10638,2,12.21,241144,344.73
hep-th,8361,15751,8361,N,n/a,Thin_I,3,10,376431,589752,2875939,14.48,184.55,321486,321486,0,4,16.82,31124,2,267.28,323268,468.22
PGPgiantcompo,10680,24316,24,N,n/a,Thin_I,3,10,1145492,2991130,14695892,58.59,728.13,744908,744908,3,5,69.07,47717,2,779.38,769350,1572.26
cond-mat,16726,47594,16726,N,n/a,Thin_I,3,10,1761969,3412618,16716284,105.37,3018.74,1541815,1541815,0,8,214.73,94531,2,1649.89,1561855,4785.19
karate,34,78,5,N,n/a,Thin_F,3,10,480,1075,5011,0.03,0.11,6,6,1,9,0.00,101,2,0.01,8,0.15
dolphins,62,159,8,N,n/a,Thin_F,3,10,1107,2738,13109,0.03,1.33,335,335,90,60,0.12,403,2,0.02,340,1.39
lesmis,77,254,5,N,n/a,Thin_F,3,10,2500,6406,30695,0.04,0.26,160,160,0,5,0.01,389,2,0.01,160,0.31
LindenStrasse,232,303,13,N,n/a,Thin_F,3,10,3251,3392,16222,0.03,0.28,1151,1151,0,4,0.01,522,2,0.14,1151,0.47
polbooks,105,441,7,N,n/a,Thin_F,3,10,3510,16153,77723,0.09,5.99,1715,1715,15,34,0.17,1144,2,0.09,1867,6.17
adjnoun,112,425,5,N,n/a,Thin_F,3,10,5634,32972,160390,0.16,2.56,2501,2501,0,4,0.01,645,2,0.12,2501,2.86
football,115,613,4,N,n/a,Thin_F,3,10,6247,25182,122483,0.15,633.51,4523,4523,2533,1396,10.78,1272,2,0.15,4590,633.83
netscience,1589,2742,1589,N,n/a,Thin_F,3,10,13087,14775,70467,0.13,1.67,6785,6785,0,5,0.09,5294,2,0.87,7026,2.70
jazz,198,2742,6,N,n/a,Thin_F,3,10,18461,671489,3308123,3.88,3602.91,13500,14306,82,63,1.87,8087,9,0.74,14306,3607.67
SmallWorld,233,994,4,N,n/a,Thin_F,3,10,25721,122866,588778,0.85,56.03,4967,4967,15,19,0.47,1724,2,0.32,5011,57.24
Erdos971,429,1312,11,N,n/a,Thin_F,3,10,34086,127433,624586,0.81,73.90,20240,20240,28,28,2.09,2789,2,1.56,20442,76.32
S.Cerevisae,1458,1948,19,N,n/a,Thin_F,3,10,39091,42227,201270,0.57,8.45,19861,19861,0,3,0.23,3599,2,8.61,19861,17.73
USAir,332,2126,6,N,n/a,Thin_F,3,10,46573,468884,2289101,3.02,320.02,19157,19157,4,14,0.69,4282,2,0.90,19628,324.05
power,4941,6594,46,N,n/a,Thin_F,3,10,53125,54663,261271,4.33,10.82,48602,48602,0,5,5.25,13073,2,134.59,51782,150.63
H.Pylori,706,1392,9,N,n/a,Thin_F,3,10,62028,108386,527917,0.73,20.75,27807,27807,0,4,0.12,2424,2,3.08,28204,24.62
Harvard500,500,2043,6,N,n/a,Thin_F,3,10,83993,221689,1068123,1.55,11.88,8581,8581,0,4,0.07,3448,2,1.15,9951,14.65
homer,542,1619,9,N,n/a,Thin_F,3,10,91527,302329,1484095,1.79,30.64,24882,24882,0,3,0.09,2668,2,1.36,24882,33.90
celegans_metabolic,453,2025,7,N,n/a,Thin_F,3,10,91531,564536,2753807,3.06,115.10,25556,25556,5,17,1.58,4531,2,2.18,26830,120.49
email,1133,5451,8,N,n/a,Thin_F,3,10,289259,1186389,5852687,7.36,473.36,241128,241128,3,11,9.01,15615,2,11.79,241144,492.86
hep-th,8361,15751,8361,N,n/a,Thin_F,3,10,376431,589752,2875939,14.54,176.86,321486,321486,0,4,16.24,31124,2,262.93,323268,456.14
PGPgiantcompo,10680,24316,24,N,n/a,Thin_F,3,10,1145492,2991130,14695892,57.59,1008.49,744908,744908,3,11,368.37,71112,2,774.24,769350,1846.43
cond-mat,16726,47594,16726,N,n/a,Thin_F,3,10,1761969,3412618,16716284,105.26,3115.61,1541815,1541815,0,9,328.31,94607,2,1645.05,1561855,4877.03
karate,34,78,5,N,n/a,Thin,3,10,480,1153,5245,0.03,0.04,6,6,0,n/a,n/a,n/a,2,0.01,8,0.08
dolphins,62,159,8,N,n/a,Thin,3,10,1107,2897,13586,0.03,1.08,335,335,80,n/a,n/a,n/a,2,0.02,340,1.13
lesmis,77,254,5,N,n/a,Thin,3,10,2500,6660,31457,0.04,0.14,160,160,0,n/a,n/a,n/a,2,0.01,160,0.20
LindenStrasse,232,303,13,N,n/a,Thin,3,10,3251,3695,17131,0.04,0.16,1151,1151,0,n/a,n/a,n/a,2,0.14,1151,0.34
polbooks,105,441,7,N,n/a,Thin,3,10,3510,16594,79046,0.09,3.48,1715,1715,14,n/a,n/a,n/a,2,0.09,1867,3.67
adjnoun,112,425,5,N,n/a,Thin,3,10,5634,33397,161665,0.17,0.88,2501,2501,0,n/a,n/a,n/a,2,0.12,2501,1.18
football,115,613,4,N,n/a,Thin,3,10,6247,25795,124322,0.15,271.25,4523,4523,805,n/a,n/a,n/a,2,0.16,4590,271.57
netscience,1589,2742,1589,N,n/a,Thin,3,10,13087,17517,78693,0.14,0.86,6785,6785,0,n/a,n/a,n/a,2,0.88,7026,1.91
jazz,198,2742,6,N,n/a,Thin,3,10,18461,674231,3316349,3.73,3601.65,13579,14306,34,n/a,n/a,n/a,9,0.72,14306,3606.26
SmallWorld,233,994,4,N,n/a,Thin,3,10,25721,123860,591760,0.78,20.48,4967,4967,13,n/a,n/a,n/a,2,0.32,5011,21.62
Erdos971,429,1312,11,N,n/a,Thin,3,10,34086,128745,628522,0.73,53.26,20240,20240,28,n/a,n/a,n/a,2,1.58,20442,55.62
S.Cerevisae,1458,1948,19,N,n/a,Thin,3,10,39091,44175,207114,0.64,2.10,19861,19861,0,n/a,n/a,n/a,2,8.99,19861,11.82
USAir,332,2126,6,N,n/a,Thin,3,10,46573,471010,2295479,3.21,288.73,19157,19157,0,n/a,n/a,n/a,2,0.90,19628,293.01
power,4941,6594,46,N,n/a,Thin,3,10,53125,61257,281053,4.52,1.80,48602,48602,0,n/a,n/a,n/a,2,136.39,51782,143.68
H.Pylori,706,1392,9,N,n/a,Thin,3,10,62028,109778,532093,0.82,7.75,27807,27807,0,n/a,n/a,n/a,2,3.22,28204,11.86
Harvard500,500,2043,6,N,n/a,Thin,3,10,83993,223732,1074252,1.64,15.34,8581,8581,0,n/a,n/a,n/a,2,1.15,9951,18.20
homer,542,1619,9,N,n/a,Thin,3,10,91527,303948,1488952,1.90,18.29,24882,24882,0,n/a,n/a,n/a,2,1.36,24882,21.64
celegans_metabolic,453,2025,7,N,n/a,Thin,3,10,91531,566561,2759882,3.89,128.16,25556,25556,3,n/a,n/a,n/a,2,2.12,26830,134.34
email,1133,5451,8,N,n/a,Thin,3,10,289259,1191840,5869040,7.43,183.51,241128,241128,0,n/a,n/a,n/a,2,12.12,241144,203.43
hep-th,8361,15751,8361,N,n/a,Thin,3,10,376431,605503,2923192,14.74,85.88,321486,321486,0,n/a,n/a,n/a,2,265.64,323268,368.17
PGPgiantcompo,10680,24316,24,N,n/a,Thin,3,10,1145492,3015446,14768840,58.76,751.66,744908,744908,0,n/a,n/a,n/a,2,781.03,769350,1597.51
cond-mat,16726,47594,16726,N,n/a,Thin,3,10,1761969,3460212,16859066,107.65,1618.77,1541815,1541815,0,n/a,n/a,n/a,2,1665.34,1561855,3402.80
karate,34,78,5,N,n/a,R_full,3,10,480,4434,12954,0.03,0.20,6,6,0,n/a,n/a,n/a,2,0.00,8,0.24
dolphins,62,159,8,N,n/a,R_full,3,10,1107,10823,32167,0.07,5.37,335,335,33,n/a,n/a,n/a,2,0.03,340,5.49
lesmis,77,254,5,N,n/a,R_full,3,10,2500,26104,79421,0.11,0.51,160,160,0,n/a,n/a,n/a,2,0.01,160,0.65
LindenStrasse,232,303,13,N,n/a,R_full,3,10,3251,23780,68369,0.21,0.47,1151,1151,0,n/a,n/a,n/a,2,0.17,1151,0.88
polbooks,105,441,7,N,n/a,R_full,3,10,3510,50318,156076,0.28,22.79,1715,1715,11,n/a,n/a,n/a,2,0.13,1867,23.23
adjnoun,112,425,5,N,n/a,R_full,3,10,5634,88057,277752,0.37,2.77,2501,2501,0,n/a,n/a,n/a,2,0.13,2501,3.28
football,115,613,4,N,n/a,R_full,3,10,6247,99474,307790,0.48,2158.96,4523,4523,889,n/a,n/a,n/a,2,0.16,4590,2159.63
netscience,1589,2742,1589,N,n/a,R_full,3,10,13087,134050,396400,6.47,11.39,6785,6785,0,n/a,n/a,n/a,2,0.90,7026,19.08
jazz,198,2742,6,N,n/a,R_full,3,10,18461,736927,2440815,3.31,3827.80,13074,14306,0,n/a,n/a,n/a,9,0.80,14306,3832.13
SmallWorld,233,994,4,N,n/a,R_full,3,10,25721,408402,1295985,1.83,1267.27,4967,4967,5,n/a,n/a,n/a,2,0.30,5011,1269.60
Erdos971,429,1312,11,N,n/a,R_full,3,10,34086,434023,1336028,2.28,748.24,20240,20240,37,n/a,n/a,n/a,2,1.74,20442,752.52
S.Cerevisae,1458,1948,19,N,n/a,R_full,3,10,39091,302601,875941,7.47,19.30,19861,19861,0,n/a,n/a,n/a,2,9.94,19861,37.07
USAir,332,2126,6,N,n/a,R_full,3,10,46573,961748,3130970,4.92,2321.13,19157,19157,0,n/a,n/a,n/a,2,1.03,19628,2327.29
power,4941,6594,46,N,n/a,R_full,3,10,53125,356100,1007591,66.32,83.04,48602,48602,0,n/a,n/a,n/a,2,142.78,51782,304.52
H.Pylori,706,1392,9,N,n/a,R_full,3,10,62028,579281,1720908,3.75,83.44,27807,27807,0,n/a,n/a,n/a,2,3.23,28204,90.57
Harvard500,500,2043,6,N,n/a,R_full,3,10,83993,1339839,4171553,6.27,50.30,8581,8581,0,n/a,n/a,n/a,2,1.12,9951,57.91
homer,542,1619,9,N,n/a,R_full,3,10,91527,1025045,3165835,5.30,38.71,24882,24882,0,n/a,n/a,n/a,2,1.50,24882,45.70
celegans_metabolic,453,2025,7,N,n/a,R_full,3,10,91531,1454460,4618862,10.14,3623.14,25183,25556,0,n/a,n/a,n/a,9,2.62,26830,3636.28
email,1133,5451,8,N,n/a,R_full,3,10,289259,6382736,19824988,31.59,3618.88,241060,241144,0,n/a,n/a,n/a,9,12.73,241144,3664.19
karate,34,78,5,N,n/a,Path_full,3,10,480,2785,9181,0.03,0.17,6,6,0,n/a,n/a,n/a,2,0.00,8,0.21
dolphins,62,159,8,N,n/a,Path_full,3,10,1107,6900,23381,0.05,2.70,335,335,99,n/a,n/a,n/a,2,0.02,340,2.79
lesmis,77,254,5,N,n/a,Path_full,3,10,2500,15819,53934,0.10,0.65,160,160,0,n/a,n/a,n/a,2,0.01,160,0.78
LindenStrasse,232,303,13,N,n/a,Path_full,3,10,3251,10640,31464,0.11,0.34,1151,1151,0,n/a,n/a,n/a,2,0.16,1151,0.65
polbooks,105,441,7,N,n/a,Path_full,3,10,3510,36697,132335,0.28,17.83,1715,1715,15,n/a,n/a,n/a,2,0.12,1867,18.29
adjnoun,112,425,5,N,n/a,Path_full,3,10,5634,72427,267487,0.49,3.33,2501,2501,0,n/a,n/a,n/a,2,0.14,2501,4.06
football,115,613,4,N,n/a,Path_full,3,10,6247,57836,207951,0.33,1301.13,4523,4523,856,n/a,n/a,n/a,2,0.15,4590,1301.70
netscience,1589,2742,1589,N,n/a,Path_full,3,10,13087,48120,144328,0.49,1.69,6785,6785,0,n/a,n/a,n/a,2,1.23,7026,3.61
jazz,198,2742,6,N,n/a,Path_full,3,10,18461,1366922,5357500,8.59,3601.17,13020,14306,2,n/a,n/a,n/a,9,0.95,14306,3612.45
SmallWorld,233,994,4,N,n/a,Path_full,3,10,25721,273440,989058,2.06,181.06,4967,4967,39,n/a,n/a,n/a,2,0.33,5011,184.08
Erdos971,429,1312,11,N,n/a,Path_full,3,10,34086,291575,1048840,2.49,394.75,20240,20240,21,n/a,n/a,n/a,2,1.59,20442,399.76
S.Cerevisae,1458,1948,19,N,n/a,Path_full,3,10,39091,127440,378727,2.63,4.30,19861,19861,0,n/a,n/a,n/a,2,9.14,19861,18.02
USAir,332,2126,6,N,n/a,Path_full,3,10,46573,988592,3755079,6.58,1770.33,19157,19157,3,n/a,n/a,n/a,2,0.88,19628,1779.89
power,4941,6594,46,N,n/a,Path_full,3,10,53125,175638,517946,12.18,4.13,48602,48602,0,n/a,n/a,n/a,2,137.00,51782,163.09
H.Pylori,706,1392,9,N,n/a,Path_full,3,10,62028,281583,923452,3.28,15.64,27807,27807,0,n/a,n/a,n/a,2,3.23,28204,24.14
Harvard500,500,2043,6,N,n/a,Path_full,3,10,83993,531456,1829438,5.19,30.64,8581,8581,0,n/a,n/a,n/a,2,1.16,9951,39.18
homer,542,1619,9,N,n/a,Path_full,3,10,91527,699422,2492320,5.93,34.43,24882,24882,0,n/a,n/a,n/a,2,1.37,24882,44.41
celegans_metabolic,453,2025,7,N,n/a,Path_full,3,10,91531,1224652,4551093,8.62,2481.81,25556,25556,0,n/a,n/a,n/a,2,2.12,26830,2495.90
email,1133,5451,8,N,n/a,Path_full,3,10,289259,2672938,9733816,31.52,2565.44,241128,241128,0,n/a,n/a,n/a,2,12.07,241144,2628.87
hep-th,8361,15751,8361,N,n/a,Path_full,3,10,376431,1587436,5116129,113.29,96.72,321486,321486,0,n/a,n/a,n/a,2,267.01,323268,577.74
PGPgiantcompo,10680,24316,24,N,n/a,Path_full,3,10,1145492,7176383,24960667,624.76,3611.49,744769,769350,0,n/a,n/a,n/a,9,785.26,769350,5629.52
karate,34,78,5,N,n/a,Recursive,3,15,480,4434,12954,0.04,0.08,0,0,0,n/a,n/a,n/a,2,0.00,0,0.13
dolphins,62,159,8,N,n/a,Recursive,3,15,1107,10823,32167,0.07,4.29,130,130,19,n/a,n/a,n/a,2,0.02,132,4.40
lesmis,77,254,5,N,n/a,Recursive,3,15,2500,26104,79421,0.14,1.24,81,81,0,n/a,n/a,n/a,2,0.02,88,1.41
LindenStrasse,232,303,13,N,n/a,Recursive,3,15,3251,23780,68369,0.20,0.79,756,756,0,n/a,n/a,n/a,2,0.15,767,1.16
polbooks,105,441,7,N,n/a,Recursive,3,15,3510,50318,156076,0.28,7.08,1028,1028,0,n/a,n/a,n/a,2,0.17,1168,7.57
adjnoun,112,425,5,N,n/a,Recursive,3,15,5634,88057,277752,0.39,62.14,1681,1681,33,n/a,n/a,n/a,2,0.23,1690,62.78
football,115,613,4,N,n/a,Recursive,3,15,6247,99474,307790,0.45,3618.25,3605,3706,1588,n/a,n/a,n/a,9,0.30,3801,3619.07
netscience,1589,2742,1589,N,n/a,Recursive,3,15,13087,134050,396400,6.20,15.65,5832,5832,0,n/a,n/a,n/a,2,1.93,6172,24.09
jazz,198,2742,6,N,n/a,Recursive,3,15,18461,736927,2440815,3.12,3677.28,10415,11682,0,n/a,n/a,n/a,9,1.80,12225,3682.36
SmallWorld,233,994,4,N,n/a,Recursive,3,15,25721,408402,1295985,2.16,3690.92,3346,3428,0,n/a,n/a,n/a,9,0.53,3439,3693.76
Erdos971,429,1312,11,N,n/a,Recursive,3,15,34086,434023,1336028,2.92,16.34,15247,15247,0,n/a,n/a,n/a,2,4.17,15247,23.53
S.Cerevisae,1458,1948,19,N,n/a,Recursive,3,15,39091,302601,875941,6.86,20.67,16328,16328,0,n/a,n/a,n/a,2,20.55,16387,48.44
USAir,332,2126,6,N,n/a,Recursive,3,15,46573,961748,3130970,5.13,49.27,11546,11546,0,n/a,n/a,n/a,2,1.84,11546,56.40
power,4941,6594,46,N,n/a,Recursive,3,15,53125,356100,1007591,71.94,98.85,47055,47055,0,n/a,n/a,n/a,2,323.70,50975,515.28
H.Pylori,706,1392,9,N,n/a,Recursive,3,15,62028,579281,1720908,3.69,120.84,21665,21665,0,n/a,n/a,n/a,2,6.64,21665,131.37
Harvard500,500,2043,6,N,n/a,Recursive,3,15,83993,1339839,4171553,6.92,50.13,6050,6050,0,n/a,n/a,n/a,2,1.99,6219,59.25
homer,542,1619,9,N,n/a,Recursive,3,15,91527,1025045,3165835,5.97,1945.70,15575,15575,0,n/a,n/a,n/a,2,2.98,15575,1954.93
celegans_metabolic,453,2025,7,N,n/a,Recursive,3,15,91531,1454460,4618862,10.26,3611.76,13476,13531,0,n/a,n/a,n/a,9,4.97,13531,3627.33
email,1133,5451,8,N,n/a,Recursive,3,15,289259,6382736,19824988,42.90,1678.31,221776,221776,0,n/a,n/a,n/a,2,32.52,221776,1754.64
karate,34,78,5,N,n/a,Path_like,3,15,480,2305,7549,0.02,0.03,0,0,0,n/a,n/a,n/a,2,0.01,0,0.07
dolphins,62,159,8,N,n/a,Path_like,3,15,1107,5793,19378,0.05,2.63,130,130,99,n/a,n/a,n/a,2,0.02,132,2.71
lesmis,77,254,5,N,n/a,Path_like,3,15,2500,13319,44775,0.08,1.20,81,81,0,n/a,n/a,n/a,2,0.03,88,1.34
LindenStrasse,232,303,13,N,n/a,Path_like,3,15,3251,7389,24519,0.10,0.47,756,756,0,n/a,n/a,n/a,2,0.15,767,0.78
polbooks,105,441,7,N,n/a,Path_like,3,15,3510,33187,112232,0.17,7.45,1028,1028,5,n/a,n/a,n/a,2,0.13,1168,7.79
adjnoun,112,425,5,N,n/a,Path_like,3,15,5634,66793,228457,0.34,51.31,1681,1681,40,n/a,n/a,n/a,2,0.21,1690,51.96
football,115,613,4,N,n/a,Path_like,3,15,6247,51589,175910,0.28,3670.21,3562,3725,977,n/a,n/a,n/a,9,0.29,3801,3670.89
netscience,1589,2742,1589,N,n/a,Path_like,3,15,13087,35033,113725,0.32,2.20,5832,5832,0,n/a,n/a,n/a,2,1.66,6172,4.34
jazz,198,2742,6,N,n/a,Path_like,3,15,18461,1348461,4664809,7.24,3601.50,10413,10843,5,n/a,n/a,n/a,9,1.78,12225,3612.14
SmallWorld,233,994,4,N,n/a,Path_like,3,15,25721,247719,839478,1.71,84.63,3428,3428,525,n/a,n/a,n/a,2,0.53,3439,87.40
Erdos971,429,1312,11,N,n/a,Path_like,3,15,34086,257489,886010,2.05,10.51,15247,15247,0,n/a,n/a,n/a,2,3.37,15247,16.92
S.Cerevisae,1458,1948,19,N,n/a,Path_like,3,15,39091,88349,295462,2.58,3.17,16328,16328,0,n/a,n/a,n/a,2,17.34,16387,25.10
USAir,332,2126,6,N,n/a,Path_like,3,15,46573,942019,3237497,6.30,34.43,11546,11546,0,n/a,n/a,n/a,2,1.53,11546,43.98
power,4941,6594,46,N,n/a,Path_like,3,15,53125,122513,403565,11.85,3.03,47055,47055,0,n/a,n/a,n/a,2,296.23,50975,320.95
H.Pylori,706,1392,9,N,n/a,Path_like,3,15,62028,219555,751647,2.92,48.87,21665,21665,0,n/a,n/a,n/a,2,6.41,21665,60.17
Harvard500,500,2043,6,N,n/a,Path_like,3,15,83993,447463,1521714,4.59,24.44,6050,6050,0,n/a,n/a,n/a,2,1.94,6219,33.12
homer,542,1619,9,N,n/a,Path_like,3,15,91527,607895,2096846,5.43,492.46,15575,15575,0,n/a,n/a,n/a,2,2.46,15575,503.26
celegans_metabolic,453,2025,7,N,n/a,Path_like,3,15,91531,1133121,3893002,8.12,2230.52,13531,13531,0,n/a,n/a,n/a,2,4.14,13531,2246.11
email,1133,5451,8,N,n/a,Path_like,3,15,289259,2383679,8252718,29.60,172.92,221776,221776,0,n/a,n/a,n/a,2,27.10,221776,248.03
hep-th,8361,15751,8361,N,n/a,Path_like,3,15,376431,1211005,4134196,111.28,448.40,302530,302530,8,n/a,n/a,n/a,2,579.44,307663,1240.06
PGPgiantcompo,10680,24316,24,N,n/a,Path_like,3,15,1145492,6030891,20799730,615.36,937.31,664152,664152,0,n/a,n/a,n/a,2,1752.04,677508,3916.09
cond-mat,16726,47594,16726,N,n/a,Path_like,3,15,1761969,6920423,23779488,1439.37,3610.23,-1E+100,1495271,0,n/a,n/a,n/a,9,3586.30,1495271,9991.65
karate,34,78,5,N,n/a,Thin_I,3,15,480,1075,5011,0.02,0.02,0,0,0,6,0.00,84,2,0.00,0,0.04
dolphins,62,159,8,N,n/a,Thin_I,3,15,1107,2738,13109,0.03,2.76,130,130,140,6,0.02,231,2,0.02,132,2.81
lesmis,77,254,5,N,n/a,Thin_I,3,15,2500,6406,30695,0.04,1.20,81,81,56,8,0.01,360,2,0.03,88,1.27
LindenStrasse,232,303,13,N,n/a,Thin_I,3,15,3251,3392,16222,0.04,0.54,756,756,4,8,0.01,506,2,0.15,767,0.73
polbooks,105,441,7,N,n/a,Thin_I,3,15,3510,16153,77723,0.09,6.93,1028,1028,28,9,0.06,691,2,0.13,1168,7.16
adjnoun,112,425,5,N,n/a,Thin_I,3,15,5634,32972,160390,0.17,32.31,1681,1681,135,8,0.64,622,2,0.21,1690,32.71
football,115,613,4,N,n/a,Thin_I,3,15,6247,25182,122483,0.13,1971.30,3706,3706,8989,14,14.70,1219,2,0.29,3801,1971.74
netscience,1589,2742,1589,N,n/a,Thin_I,3,15,13087,14775,70467,0.13,2.85,5832,5832,3,8,0.10,5299,2,1.61,6172,4.61
jazz,198,2742,6,N,n/a,Thin_I,3,15,18461,671489,3308123,3.40,3116.99,10843,10843,133,14,102.57,5029,2,1.56,12225,3122.09
SmallWorld,233,994,4,N,n/a,Thin_I,3,15,25721,122866,588778,0.82,49.36,3428,3428,44,6,0.49,1372,2,0.51,3439,50.73
Erdos971,429,1312,11,N,n/a,Thin_I,3,15,34086,127433,624586,0.73,16.98,15247,15247,0,3,0.05,2204,2,3.40,15247,21.16
S.Cerevisae,1458,1948,19,N,n/a,Thin_I,3,15,39091,42227,201270,0.63,8.76,16328,16328,0,4,0.28,3508,2,17.09,16387,26.57
USAir,332,2126,6,N,n/a,Thin_I,3,15,46573,468884,2289101,2.73,52.98,11546,11546,0,3,0.04,3142,2,1.41,11546,57.23
power,4941,6594,46,N,n/a,Thin_I,3,15,53125,54663,261271,4.33,12.04,47055,47055,0,6,6.37,13035,2,293.31,50975,310.57
H.Pylori,706,1392,9,N,n/a,Thin_I,3,15,62028,108386,527917,0.89,30.06,21665,21665,3,4,0.13,2364,2,6.14,21665,37.16
Harvard500,500,2043,6,N,n/a,Thin_I,3,15,83993,221689,1068123,1.41,11.11,6050,6050,0,5,0.08,3386,2,1.82,6219,14.43
homer,542,1619,9,N,n/a,Thin_I,3,15,91527,302329,1484095,1.77,68.94,15575,15575,6,4,0.13,2532,2,2.27,15575,73.09
celegans_metabolic,453,2025,7,N,n/a,Thin_I,3,15,91531,564536,2753807,3.07,57.92,13531,13531,6,4,0.15,2973,2,4.17,13531,65.30
email,1133,5451,8,N,n/a,Thin_I,3,15,289259,1186389,5852687,7.42,398.83,221776,221776,3,3,2.49,10298,2,26.68,221776,433.32
hep-th,8361,15751,8361,N,n/a,Thin_I,3,15,376431,589752,2875939,14.53,292.19,302530,302530,7,10,29.80,31273,2,573.21,307663,881.74
PGPgiantcompo,10680,24316,24,N,n/a,Thin_I,3,15,1145492,2991130,14695892,61.64,659.61,664152,664152,0,4,58.78,47216,2,1618.18,677508,2345.49
cond-mat,16726,47594,16726,N,n/a,Thin_I,3,15,1761969,3412618,16716284,104.77,3400.50,1461085,1461085,0,4,161.09,94077,2,3581.68,1495271,7098.11
karate,34,78,5,N,n/a,Thin_F,3,15,480,1075,5011,0.02,0.03,0,0,0,6,0.00,84,2,0.01,0,0.06
dolphins,62,159,8,N,n/a,Thin_F,3,15,1107,2738,13109,0.02,1.54,130,130,43,49,0.08,313,2,0.02,132,1.58
lesmis,77,254,5,N,n/a,Thin_F,3,15,2500,6406,30695,0.05,1.00,81,81,11,18,0.04,388,2,0.03,88,1.08
